cause,icd_code,year,sex,deaths,population,crude_rate_per_100k
Mental and behavioural disorders due to use of sedatives or hypnotics (F13),F13,2023,persons,1,26659922,0.0037509487087021487
Mental and behavioural disorders due to use of sedatives or hypnotics (F13),F13,2024,male,2,27194286,0.00735448615933509
Mental and behavioural disorders due to use of sedatives or hypnotics (F13),F13,2024,female,0,27194286,0
Mental and behavioural disorders due to use of sedatives or hypnotics (F13),F13,2024,persons,2,27194286,0.00735448615933509
Mental and behavioural disorders due to use of cocaine (F14),F14,2014,male,0,23475686,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2014,female,0,23475686,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2014,persons,0,23475686,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2015,male,0,23815995,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2015,female,0,23815995,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2015,persons,0,23815995,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2016,male,0,24190907,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2016,female,0,24190907,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2016,persons,0,24190907,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2017,male,0,24592588,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2017,female,0,24592588,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2017,persons,0,24592588,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2018,male,0,24963258,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2018,female,1,24963258,0.004005887372553695
Mental and behavioural disorders due to use of cocaine (F14),F14,2018,persons,1,24963258,0.004005887372553695
Mental and behavioural disorders due to use of cocaine (F14),F14,2019,male,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of cocaine (F14),F14,2019,female,0,25334826,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2019,persons,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of cocaine (F14),F14,2020,male,0,25649248,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2020,female,0,25649248,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2020,persons,0,25649248,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2021,male,0,25685412,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2021,female,0,25685412,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2021,persons,0,25685412,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2022,male,0,26018721,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2022,female,0,26018721,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2022,persons,0,26018721,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2023,male,0,26659922,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2023,female,0,26659922,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2023,persons,0,26659922,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2024,male,0,27194286,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2024,female,0,27194286,0
Mental and behavioural disorders due to use of cocaine (F14),F14,2024,persons,0,27194286,0
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2014,male,3,23475686,0.012779179275101908
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2014,female,0,23475686,0
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2014,persons,3,23475686,0.012779179275101908
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2015,male,7,23815995,0.029392011545182138
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2015,female,0,23815995,0
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2015,persons,7,23815995,0.029392011545182138
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2016,male,6,24190907,0.024802707893507258
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2016,female,1,24190907,0.004133784648917877
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2016,persons,7,24190907,0.028936492542425134
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2017,male,7,24592588,0.028463860737227006
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2017,female,3,24592588,0.012198797458811573
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2017,persons,10,24592588,0.04066265819603858
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2018,male,4,24963258,0.01602354949021478
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2018,female,1,24963258,0.004005887372553695
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2018,persons,5,24963258,0.020029436862768472
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2019,male,3,25334826,0.011841407554960116
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2019,female,1,25334826,0.003947135851653373
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2019,persons,4,25334826,0.01578854340661349
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2020,male,9,25649248,0.03508874802099461
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2020,female,3,25649248,0.011696249340331538
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2020,persons,12,25649248,0.04678499736132615
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2021,male,5,25685412,0.019466302506652416
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2021,female,2,25685412,0.0077865210026609654
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2021,persons,7,25685412,0.02725282350931338
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2022,male,10,26018721,0.038433864600800324
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2022,female,3,26018721,0.011530159380240096
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2022,persons,13,26018721,0.04996402398104042
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2023,male,11,26659922,0.04126043579572363
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2023,female,5,26659922,0.018754743543510744
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2023,persons,16,26659922,0.06001517933923438
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2024,male,8,27194286,0.02941794463734036
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2024,female,4,27194286,0.01470897231867018
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",F15,2024,persons,12,27194286,0.04412691695601054
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2014,male,0,23475686,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2014,female,0,23475686,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2014,persons,0,23475686,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2015,male,0,23815995,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2015,female,0,23815995,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2015,persons,0,23815995,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2016,male,0,24190907,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2016,female,0,24190907,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2016,persons,0,24190907,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2017,male,0,24592588,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2017,female,0,24592588,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2017,persons,0,24592588,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2018,male,0,24963258,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2018,female,0,24963258,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2018,persons,0,24963258,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2019,male,0,25334826,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2019,female,0,25334826,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2019,persons,0,25334826,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2020,male,0,25649248,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2020,female,0,25649248,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2020,persons,0,25649248,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2021,male,0,25685412,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2021,female,0,25685412,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2021,persons,0,25685412,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2022,male,0,26018721,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2022,female,0,26018721,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2022,persons,0,26018721,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2023,male,0,26659922,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2023,female,0,26659922,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2023,persons,0,26659922,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2024,male,0,27194286,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2024,female,0,27194286,0
Mental and behavioural disorders due to use of hallucinogens (F16),F16,2024,persons,0,27194286,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2014,male,0,23475686,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2014,female,1,23475686,0.004259726425033969
Mental and behavioural disorders due to use of tobacco (F17),F17,2014,persons,1,23475686,0.004259726425033969
Mental and behavioural disorders due to use of tobacco (F17),F17,2015,male,0,23815995,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2015,female,0,23815995,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2015,persons,0,23815995,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2016,male,1,24190907,0.004133784648917877
Mental and behavioural disorders due to use of tobacco (F17),F17,2016,female,1,24190907,0.004133784648917877
Mental and behavioural disorders due to use of tobacco (F17),F17,2016,persons,2,24190907,0.008267569297835753
Mental and behavioural disorders due to use of tobacco (F17),F17,2017,male,1,24592588,0.004066265819603857
Mental and behavioural disorders due to use of tobacco (F17),F17,2017,female,0,24592588,0
Mental and behavioural disorders due to use of tobacco (F17),F17,2017,persons,1,24592588,0.004066265819603857
Mental and behavioural disorders due to use of tobacco (F17),F17,2018,male,3,24963258,0.012017662117661084
Mental and behavioural disorders due to use of tobacco (F17),F17,2018,female,2,24963258,0.00801177474510739
Mental and behavioural disorders due to use of tobacco (F17),F17,2018,persons,5,24963258,0.020029436862768472
Mental and behavioural disorders due to use of tobacco (F17),F17,2019,male,11,25334826,0.043418494368187094
Mental and behavioural disorders due to use of tobacco (F17),F17,2019,female,7,25334826,0.027629950961573606
Mental and behavioural disorders due to use of tobacco (F17),F17,2019,persons,18,25334826,0.07104844532976069
Mental and behavioural disorders due to use of tobacco (F17),F17,2020,male,3,25649248,0.011696249340331538
Mental and behavioural disorders due to use of tobacco (F17),F17,2020,female,3,25649248,0.011696249340331538
Mental and behavioural disorders due to use of tobacco (F17),F17,2020,persons,6,25649248,0.023392498680663076
Mental and behavioural disorders due to use of tobacco (F17),F17,2021,male,6,25685412,0.023359563007982895
Mental and behavioural disorders due to use of tobacco (F17),F17,2021,female,5,25685412,0.019466302506652416
Mental and behavioural disorders due to use of tobacco (F17),F17,2021,persons,11,25685412,0.04282586551463531
Mental and behavioural disorders due to use of tobacco (F17),F17,2022,male,9,26018721,0.03459047814072029
Mental and behavioural disorders due to use of tobacco (F17),F17,2022,female,2,26018721,0.007686772920160065
Mental and behavioural disorders due to use of tobacco (F17),F17,2022,persons,11,26018721,0.04227725106088036
Mental and behavioural disorders due to use of tobacco (F17),F17,2023,male,3,26659922,0.011252846126106445
Mental and behavioural disorders due to use of tobacco (F17),F17,2023,female,4,26659922,0.015003794834808595
Mental and behavioural disorders due to use of tobacco (F17),F17,2023,persons,7,26659922,0.02625664096091504
Mental and behavioural disorders due to use of tobacco (F17),F17,2024,male,2,27194286,0.00735448615933509
Mental and behavioural disorders due to use of tobacco (F17),F17,2024,female,4,27194286,0.01470897231867018
Mental and behavioural disorders due to use of tobacco (F17),F17,2024,persons,6,27194286,0.02206345847800527
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2014,male,2,23475686,0.008519452850067938
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2014,female,0,23475686,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2014,persons,2,23475686,0.008519452850067938
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2015,male,0,23815995,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2015,female,0,23815995,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2015,persons,0,23815995,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2016,male,0,24190907,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2016,female,0,24190907,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2016,persons,0,24190907,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2017,male,0,24592588,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2017,female,0,24592588,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2017,persons,0,24592588,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2018,male,0,24963258,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2018,female,0,24963258,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2018,persons,0,24963258,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2019,male,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2019,female,0,25334826,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2019,persons,1,25334826,0.003947135851653373
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2020,male,0,25649248,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2020,female,0,25649248,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2020,persons,0,25649248,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2021,male,0,25685412,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2021,female,0,25685412,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2021,persons,0,25685412,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2022,male,0,26018721,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2022,female,0,26018721,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2022,persons,0,26018721,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2023,male,0,26659922,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2023,female,0,26659922,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2023,persons,0,26659922,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2024,male,0,27194286,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2024,female,0,27194286,0
Mental and behavioural disorders due to use of volatile solvents (F18),F18,2024,persons,0,27194286,0
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2014,male,14,23475686,0.05963616995047557
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2014,female,3,23475686,0.012779179275101908
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2014,persons,17,23475686,0.07241534922557748
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2015,male,14,23815995,0.058784023090364276
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2015,female,12,23815995,0.05038630550602652
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2015,persons,26,23815995,0.10917032859639078
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2016,male,19,24190907,0.07854190832943965
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2016,female,7,24190907,0.028936492542425134
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2016,persons,26,24190907,0.10747840087186478
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2017,male,11,24592588,0.044728924015642435
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2017,female,4,24592588,0.01626506327841543
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2017,persons,15,24592588,0.060993987294057875
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2018,male,9,24963258,0.036052986352983256
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2018,female,3,24963258,0.012017662117661084
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2018,persons,12,24963258,0.04807064847064434
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2019,male,15,25334826,0.05920703777480058
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2019,female,9,25334826,0.035524222664880346
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2019,persons,24,25334826,0.09473126043968093
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2020,male,11,25649248,0.04288624758121564
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2020,female,6,25649248,0.023392498680663076
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2020,persons,17,25649248,0.06627874626187871
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2021,male,13,25685412,0.05061238651729627
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2021,female,8,25685412,0.031146084010643862
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2021,persons,21,25685412,0.08175847052794014
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2022,male,17,26018721,0.06533756982136055
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2022,female,2,26018721,0.007686772920160065
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2022,persons,19,26018721,0.07302434274152061
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2023,male,16,26659922,0.06001517933923438
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2023,female,2,26659922,0.007501897417404297
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2023,persons,18,26659922,0.06751707675663868
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2024,male,17,27194286,0.06251313235434827
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2024,female,7,27194286,0.025740701557672815
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),F19,2024,persons,24,27194286,0.08825383391202107
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2014,male,15,23475686,0.06389589637550953
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2014,female,24,23475686,0.10223343420081527
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2014,persons,39,23475686,0.16612933057632479
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2015,male,18,23815995,0.07557945825903976
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2015,female,27,23815995,0.11336918738855965
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2015,persons,45,23815995,0.18894864564759944
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2016,male,26,24190907,0.10747840087186478
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2016,female,33,24190907,0.13641489341428992
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2016,persons,59,24190907,0.24389329428615472
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2017,male,26,24592588,0.10572291130970031
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2017,female,36,24592588,0.1463855695057389
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2017,persons,62,24592588,0.2521084808154392
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2018,male,26,24963258,0.10415307168639606
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2018,female,36,24963258,0.14421194541193302
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2018,persons,62,24963258,0.2483650170983291
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2019,male,23,25334826,0.09078412458802756
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2019,female,42,25334826,0.16577970576944162
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2019,persons,65,25334826,0.2565638303574692
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2020,male,24,25649248,0.0935699947226523
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2020,female,35,25649248,0.13645624230386794
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2020,persons,59,25649248,0.23002623702652025
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2021,male,30,25685412,0.11679781503991449
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2021,female,39,25685412,0.15183715955188884
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2021,persons,69,25685412,0.26863497459180335
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2022,male,28,26018721,0.10761482088224089
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2022,female,43,26018721,0.1652656177834414
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2022,persons,71,26018721,0.2728804386656823
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2023,male,32,26659922,0.12003035867846876
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2023,female,42,26659922,0.15753984576549024
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2023,persons,74,26659922,0.27757020444395897
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2024,male,33,27194286,0.12134902162902898
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2024,female,41,27194286,0.15076696626636935
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",F20-F29,2024,persons,74,27194286,0.2721159878953983
Schizophrenia (F20),F20,2014,male,12,23475686,0.05111671710040763
Schizophrenia (F20),F20,2014,female,21,23475686,0.08945425492571335
Schizophrenia (F20),F20,2014,persons,33,23475686,0.14057097202612098
Schizophrenia (F20),F20,2015,male,16,23815995,0.06718174067470203
Schizophrenia (F20),F20,2015,female,23,23815995,0.09657375221988415
Schizophrenia (F20),F20,2015,persons,39,23815995,0.16375549289458619
Schizophrenia (F20),F20,2016,male,21,24190907,0.08680947762727541
Schizophrenia (F20),F20,2016,female,27,24190907,0.11161218552078267
Schizophrenia (F20),F20,2016,persons,48,24190907,0.19842166314805806
Schizophrenia (F20),F20,2017,male,25,24592588,0.10165664549009644
Schizophrenia (F20),F20,2017,female,29,24592588,0.11792170876851187
Schizophrenia (F20),F20,2017,persons,54,24592588,0.21957835425860833
Schizophrenia (F20),F20,2018,male,25,24963258,0.10014718431384237
Schizophrenia (F20),F20,2018,female,33,24963258,0.13219428329427194
Schizophrenia (F20),F20,2018,persons,58,24963258,0.23234146760811428
Schizophrenia (F20),F20,2019,male,20,25334826,0.07894271703306745
Schizophrenia (F20),F20,2019,female,36,25334826,0.14209689065952139
Schizophrenia (F20),F20,2019,persons,56,25334826,0.22103960769258885
Schizophrenia (F20),F20,2020,male,22,25649248,0.08577249516243128
Schizophrenia (F20),F20,2020,female,31,25649248,0.12086124318342589
Schizophrenia (F20),F20,2020,persons,53,25649248,0.20663373834585716
Schizophrenia (F20),F20,2021,male,24,25685412,0.09343825203193158
Schizophrenia (F20),F20,2021,female,33,25685412,0.12847759654390595
Schizophrenia (F20),F20,2021,persons,57,25685412,0.22191584857583752
Schizophrenia (F20),F20,2022,male,24,26018721,0.09224127504192077
Schizophrenia (F20),F20,2022,female,35,26018721,0.13451852610280113
Schizophrenia (F20),F20,2022,persons,59,26018721,0.2267598011447219
Schizophrenia (F20),F20,2023,male,27,26659922,0.10127561513495802
Schizophrenia (F20),F20,2023,female,36,26659922,0.13503415351327736
Schizophrenia (F20),F20,2023,persons,63,26659922,0.23630976864823536
Schizophrenia (F20),F20,2024,male,30,27194286,0.11031729239002634
Schizophrenia (F20),F20,2024,female,32,27194286,0.11767177854936144
Schizophrenia (F20),F20,2024,persons,62,27194286,0.2279890709393878
Schizotypal disorder (F21),F21,2014,male,0,23475686,0
Schizotypal disorder (F21),F21,2014,female,0,23475686,0
Schizotypal disorder (F21),F21,2014,persons,0,23475686,0
Schizotypal disorder (F21),F21,2015,male,0,23815995,0
Schizotypal disorder (F21),F21,2015,female,0,23815995,0
Schizotypal disorder (F21),F21,2015,persons,0,23815995,0
Schizotypal disorder (F21),F21,2016,male,0,24190907,0
Schizotypal disorder (F21),F21,2016,female,0,24190907,0
Schizotypal disorder (F21),F21,2016,persons,0,24190907,0
Schizotypal disorder (F21),F21,2017,male,0,24592588,0
Schizotypal disorder (F21),F21,2017,female,0,24592588,0
Schizotypal disorder (F21),F21,2017,persons,0,24592588,0
Schizotypal disorder (F21),F21,2018,male,0,24963258,0
Schizotypal disorder (F21),F21,2018,female,0,24963258,0
Schizotypal disorder (F21),F21,2018,persons,0,24963258,0
Schizotypal disorder (F21),F21,2019,male,0,25334826,0
Schizotypal disorder (F21),F21,2019,female,0,25334826,0
Schizotypal disorder (F21),F21,2019,persons,0,25334826,0
Schizotypal disorder (F21),F21,2020,male,0,25649248,0
Schizotypal disorder (F21),F21,2020,female,0,25649248,0
Schizotypal disorder (F21),F21,2020,persons,0,25649248,0
Schizotypal disorder (F21),F21,2021,male,0,25685412,0
Schizotypal disorder (F21),F21,2021,female,0,25685412,0
Schizotypal disorder (F21),F21,2021,persons,0,25685412,0
Schizotypal disorder (F21),F21,2022,male,0,26018721,0
Schizotypal disorder (F21),F21,2022,female,0,26018721,0
Schizotypal disorder (F21),F21,2022,persons,0,26018721,0
Schizotypal disorder (F21),F21,2023,male,0,26659922,0
Schizotypal disorder (F21),F21,2023,female,0,26659922,0
Schizotypal disorder (F21),F21,2023,persons,0,26659922,0
Schizotypal disorder (F21),F21,2024,male,0,27194286,0
Schizotypal disorder (F21),F21,2024,female,0,27194286,0
Schizotypal disorder (F21),F21,2024,persons,0,27194286,0
Persistent delusional disorders (F22),F22,2014,male,0,23475686,0
Persistent delusional disorders (F22),F22,2014,female,2,23475686,0.008519452850067938
Persistent delusional disorders (F22),F22,2014,persons,2,23475686,0.008519452850067938
Persistent delusional disorders (F22),F22,2015,male,0,23815995,0
Persistent delusional disorders (F22),F22,2015,female,1,23815995,0.004198858792168877
Persistent delusional disorders (F22),F22,2015,persons,1,23815995,0.004198858792168877
Persistent delusional disorders (F22),F22,2016,male,0,24190907,0
Persistent delusional disorders (F22),F22,2016,female,1,24190907,0.004133784648917877
Persistent delusional disorders (F22),F22,2016,persons,1,24190907,0.004133784648917877
Persistent delusional disorders (F22),F22,2017,male,0,24592588,0
Persistent delusional disorders (F22),F22,2017,female,1,24592588,0.004066265819603857
Persistent delusional disorders (F22),F22,2017,persons,1,24592588,0.004066265819603857
Persistent delusional disorders (F22),F22,2018,male,0,24963258,0
Persistent delusional disorders (F22),F22,2018,female,0,24963258,0
Persistent delusional disorders (F22),F22,2018,persons,0,24963258,0
Persistent delusional disorders (F22),F22,2019,male,0,25334826,0
